Smiles,Name,Names,InChi
N[C@@H](C[C@H]1C[C@@]2(CC(C)(C)OC2=O)C(=O)O1)C(=O)O,IQY,IQY,"InChI=1S/C12H17NO6/c1-11(2)5-12(10(17)19-11)4-6(18-9(12)16)3-7(13)8(14)15/h6-7H,3-5,13H2,1-2H3,(H,14,15)/t6-,7-,12+/m0/s1"
N[C@@H](C[C@H]1Oc2c(c(nc(SC)n2)C)C1)C(=O)O,DM9,DM9,"InChI=1S/C11H15N3O3S/c1-5-7-3-6(4-8(12)10(15)16)17-9(7)14-11(13-5)18-2/h6,8H,3-4,12H2,1-2H3,(H,15,16)/t6-,8-/m0/s1"
N[C@@H]([C@@H](c1ccccc1)c1cc(Cl)ccc1O)C(=O)O,WTH,WTH,"InChI=1S/C15H14ClNO3/c16-10-6-7-12(18)11(8-10)13(14(17)15(19)20)9-4-2-1-3-5-9/h1-8,13-14,18H,17H2,(H,19,20)/t13-,14-/m0/s1"
N[C@@H](CCCC[C@H]1NC(=O)NC1=O)C(=O)O,7N4,7N4,"InChI=1S/C9H15N3O4/c10-5(8(14)15)3-1-2-4-6-7(13)12-9(16)11-6/h5-6H,1-4,10H2,(H,14,15)(H2,11,12,13,16)/t5-,6+/m0/s1"
N[C@@H]([C@H]1C[C@@H](C(=O)C)C1(C)C)C(=O)O,WFO,WFO,"InChI=1S/C10H17NO3/c1-5(12)6-4-7(10(6,2)3)8(11)9(13)14/h6-8H,4,11H2,1-3H3,(H,13,14)/t6-,7+,8-/m0/s1"
N[C@@H](c1c(OC)nc2c(C)cccn2c1=O)C(=O)O,CKM,CKM,"InChI=1S/C12H13N3O4/c1-6-4-3-5-15-9(6)14-10(19-2)7(11(15)16)8(13)12(17)18/h3-5,8H,13H2,1-2H3,(H,17,18)/t8-/m0/s1"
N[C@@H](C[C@@]1(CCCC(C)(C)C1=O)C)C(=O)O,J15,J15,"InChI=1S/C12H21NO3/c1-11(2)5-4-6-12(3,10(11)16)7-8(13)9(14)15/h8H,4-7,13H2,1-3H3,(H,14,15)/t8-,12-/m0/s1"
N[C@@H](CC(=O)Nc1cc(OC)nc(n1)OC)C(=O)O,OVZ,OVZ,"InChI=1S/C10H14N4O5/c1-18-8-4-6(13-10(14-8)19-2)12-7(15)3-5(11)9(16)17/h4-5H,3,11H2,1-2H3,(H,16,17)(H,12,13,14,15)/t5-/m0/s1"
N[C@@H](c1c(Cl)[nH]c(=O)n1c1ccccc1)C(=O)O,LZ2,LZ2,"InChI=1S/C11H10ClN3O3/c12-9-8(7(13)10(16)17)15(11(18)14-9)6-4-2-1-3-5-6/h1-5,7H,13H2,(H,14,18)(H,16,17)/t7-/m0/s1"
N[C@@H](CC[N@@]1Cc2c(n(C)c(=O)n(c2=O)C)NC1)C(=O)O,GX3,GX3,"InChI=1S/C12H19N5O4/c1-15-9-7(10(18)16(2)12(15)21)5-17(6-14-9)4-3-8(13)11(19)20/h8,14H,3-6,13H2,1-2H3,(H,19,20)/t8-/m0/s1"
N[C@@H](c1ccc(C(=O)c2ccc(Cl)cc2Cl)s1)C(=O)O,Z7W,Z7W,"InChI=1S/C13H9Cl2NO3S/c14-6-1-2-7(8(15)5-6)12(17)10-4-3-9(20-10)11(16)13(18)19/h1-5,11H,16H2,(H,18,19)/t11-/m0/s1"
N[C@@H](c1oc2cc(C(=O)OC)[nH]c2c1)C(=O)O,G1I,G1I,"InChI=1S/C10H10N2O5/c1-16-10(15)5-3-6-4(12-5)2-7(17-6)8(11)9(13)14/h2-3,8,12H,11H2,1H3,(H,13,14)/t8-/m0/s1"
N[C@@H](CCN1CN=C(SCC)NC1)C(=O)O,05N,05N,"InChI=1S/C9H18N4O2S/c1-2-16-9-11-5-13(6-12-9)4-3-7(10)8(14)15/h7H,2-6,10H2,1H3,(H,11,12)(H,14,15)/t7-/m0/s1"
N[C@@H]([C@@H]1OC(=O)c2ccc(Br)cc12)C(=O)O,3SJ,3SJ,"InChI=1S/C10H8BrNO4/c11-4-1-2-5-6(3-4)8(16-10(5)15)7(12)9(13)14/h1-3,7-8H,12H2,(H,13,14)/t7-,8+/m0/s1"
N[C@@H]([C@H]1c2c(ccc(S(=O)(=O)N(C)C)c2)C(=O)N1)C(=O)O,3UT,3UT,"InChI=1S/C12H15N3O5S/c1-15(2)21(19,20)6-3-4-7-8(5-6)10(14-11(7)16)9(13)12(17)18/h3-5,9-10H,13H2,1-2H3,(H,14,16)(H,17,18)/t9-,10+/m0/s1"
N[C@@H](c1c2ccc(N(CC)CC)cc2oc(=O)c1)C(=O)O,SE1,SE1,"InChI=1S/C15H18N2O4/c1-3-17(4-2)9-5-6-10-11(14(16)15(19)20)8-13(18)21-12(10)7-9/h5-8,14H,3-4,16H2,1-2H3,(H,19,20)/t14-/m0/s1"
N[C@@H](Cn1c(=S)oc2ccccc12)C(=O)O,R9V,R9V,"InChI=1S/C10H10N2O3S/c11-6(9(13)14)5-12-7-3-1-2-4-8(7)15-10(12)16/h1-4,6H,5,11H2,(H,13,14)/t6-/m0/s1"
N[C@@H](CNC1=NC(C)(C)Cc2ccccc12)C(=O)O,IL9,IL9,"InChI=1S/C14H19N3O2/c1-14(2)7-9-5-3-4-6-10(9)12(17-14)16-8-11(15)13(18)19/h3-6,11H,7-8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-/m0/s1"
N[C@@H]([C@@H](C(=O)NCc1ccccc1)[C@@H]1CCCO1)C(=O)O,3RB,3RB,"InChI=1S/C15H20N2O4/c16-13(15(19)20)12(11-7-4-8-21-11)14(18)17-9-10-5-2-1-3-6-10/h1-3,5-6,11-13H,4,7-9,16H2,(H,17,18)(H,19,20)/t11-,12-,13-/m0/s1"
N[C@@H](c1ccc2oc(C(=O)OCC)c(c2c1Cl)C)C(=O)O,O24,O24,"InChI=1S/C14H14ClNO5/c1-3-20-14(19)12-6(2)9-8(21-12)5-4-7(10(9)15)11(16)13(17)18/h4-5,11H,3,16H2,1-2H3,(H,17,18)/t11-/m0/s1"
N[C@@H](CCC(=O)n1c(cc(C)n1)C)C(=O)O,NQ4,NQ4,"InChI=1S/C10H15N3O3/c1-6-5-7(2)13(12-6)9(14)4-3-8(11)10(15)16/h5,8H,3-4,11H2,1-2H3,(H,15,16)/t8-/m0/s1"
N[C@@H]([C@@H](C(=O)O)n1ccnc1)C(=O)O,0VE,0VE,"InChI=1S/C7H9N3O4/c8-4(6(11)12)5(7(13)14)10-2-1-9-3-10/h1-5H,8H2,(H,11,12)(H,13,14)/t4-,5-/m0/s1"
N[C@@H](CSc1c[nH]c2ccccc12)C(=O)O,JTO,JTO,"InChI=1S/C11H12N2O2S/c12-8(11(14)15)6-16-10-5-13-9-4-2-1-3-7(9)10/h1-5,8,13H,6,12H2,(H,14,15)/t8-/m0/s1"
N[C@@H](C[C@H]1CN/C(=N\c2cc(Cl)ccc2Cl)/S1)C(=O)O,DMT,DMT,"InChI=1S/C12H13Cl2N3O2S/c13-6-1-2-8(14)10(3-6)17-12-16-5-7(20-12)4-9(15)11(18)19/h1-3,7,9H,4-5,15H2,(H,16,17)(H,18,19)/t7-,9-/m0/s1"
N[C@@H](c1cc2ccc(OCC)cc2nc1Cl)C(=O)O,SWU,SWU,"InChI=1S/C13H13ClN2O3/c1-2-19-8-4-3-7-5-9(11(15)13(17)18)12(14)16-10(7)6-8/h3-6,11H,2,15H2,1H3,(H,17,18)/t11-/m0/s1"
N[C@@H](CC(=O)Nc1c(C)ccc(N(C)C)c1)C(=O)O,XA4,XA4,"InChI=1S/C13H19N3O3/c1-8-4-5-9(16(2)3)6-11(8)15-12(17)7-10(14)13(18)19/h4-6,10H,7,14H2,1-3H3,(H,15,17)(H,18,19)/t10-/m0/s1"
N[C@@H]([C@H]1CCC[C@@H](c2ccccc2)C1=O)C(=O)O,NHQ,NHQ,"InChI=1S/C14H17NO3/c15-12(14(17)18)11-8-4-7-10(13(11)16)9-5-2-1-3-6-9/h1-3,5-6,10-12H,4,7-8,15H2,(H,17,18)/t10-,11+,12-/m0/s1"
N[C@@H](Cc1c(C)nc2c(C)cccc2c1Cl)C(=O)O,4HW,4HW,"InChI=1S/C14H15ClN2O2/c1-7-4-3-5-9-12(15)10(6-11(16)14(18)19)8(2)17-13(7)9/h3-5,11H,6,16H2,1-2H3,(H,18,19)/t11-/m0/s1"
N[C@@H](c1ccc(n2c(C(C)(C)C)cnn2)cc1)C(=O)O,H90,H90,"InChI=1S/C14H18N4O2/c1-14(2,3)11-8-16-17-18(11)10-6-4-9(5-7-10)12(15)13(19)20/h4-8,12H,15H2,1-3H3,(H,19,20)/t12-/m0/s1"
N[C@@H](CCC(=O)Nc1nc2ccc(C)cc2s1)C(=O)O,F6X,F6X,"InChI=1S/C13H15N3O3S/c1-7-2-4-9-10(6-7)20-13(15-9)16-11(17)5-3-8(14)12(18)19/h2,4,6,8H,3,5,14H2,1H3,(H,18,19)(H,15,16,17)/t8-/m0/s1"
N[C@@H](c1ccc2noc(c3ccc(Cl)cc3)c2c1)C(=O)O,R6Z,R6Z,"InChI=1S/C15H11ClN2O3/c16-10-4-1-8(2-5-10)14-11-7-9(13(17)15(19)20)3-6-12(11)18-21-14/h1-7,13H,17H2,(H,19,20)/t13-/m0/s1"
N[C@@H](CSc1nc(c(C(C)C)c(=O)[nH]1)O)C(=O)O,7YV,7YV,"InChI=1S/C10H15N3O4S/c1-4(2)6-7(14)12-10(13-8(6)15)18-3-5(11)9(16)17/h4-5H,3,11H2,1-2H3,(H,16,17)(H2,12,13,14,15)/t5-/m0/s1"
N[C@@H](c1c(c2ccccc2)cn2ccccc12)C(=O)O,E8Z,E8Z,"InChI=1S/C16H14N2O2/c17-15(16(19)20)14-12(11-6-2-1-3-7-11)10-18-9-5-4-8-13(14)18/h1-10,15H,17H2,(H,19,20)/t15-/m0/s1"
N[C@@H](c1c(OC)nc(c2ccccc2)nc1C)C(=O)O,I8N,I8N,"InChI=1S/C14H15N3O3/c1-8-10(11(15)14(18)19)13(20-2)17-12(16-8)9-6-4-3-5-7-9/h3-7,11H,15H2,1-2H3,(H,18,19)/t11-/m0/s1"
N[C@@H]([C@@H]1N=C(Nc2nc3ccccc3o2)NC1=O)C(=O)O,NYD,NYD,"InChI=1S/C12H11N5O4/c13-7(10(19)20)8-9(18)16-11(15-8)17-12-14-5-3-1-2-4-6(5)21-12/h1-4,7-8H,13H2,(H,19,20)(H2,14,15,16,17,18)/t7-,8-/m0/s1"
N[C@@H](c1c(C)nc(N2CCCCC2)[nH]c1=O)C(=O)O,2JD,2JD,"InChI=1S/C12H18N4O3/c1-7-8(9(13)11(18)19)10(17)15-12(14-7)16-5-3-2-4-6-16/h9H,2-6,13H2,1H3,(H,18,19)(H,14,15,17)/t9-/m0/s1"
N[C@@H]([C@H](C)n1nnc2ccccc12)C(=O)O,YJ6,YJ6,"InChI=1S/C10H12N4O2/c1-6(9(11)10(15)16)14-8-5-3-2-4-7(8)12-13-14/h2-6,9H,11H2,1H3,(H,15,16)/t6-,9-/m0/s1"
N[C@@H](Cn1cnc(c2ccc(Cl)cc2)c1)C(=O)O,47I,47I,"InChI=1S/C12H12ClN3O2/c13-9-3-1-8(2-4-9)11-6-16(7-15-11)5-10(14)12(17)18/h1-4,6-7,10H,5,14H2,(H,17,18)/t10-/m0/s1"
N[C@@H](Cc1ccc2nc(N)sc2c1)C(=O)O,KDF,KDF,"InChI=1S/C10H11N3O2S/c11-6(9(14)15)3-5-1-2-7-8(4-5)16-10(12)13-7/h1-2,4,6H,3,11H2,(H2,12,13)(H,14,15)/t6-/m0/s1"
N[C@@H]([C@@H]([C@H]1CC(C)(C)OCC1)c1ccccc1)C(=O)O,9NJ,9NJ,"InChI=1S/C16H23NO3/c1-16(2)10-12(8-9-20-16)13(14(17)15(18)19)11-6-4-3-5-7-11/h3-7,12-14H,8-10,17H2,1-2H3,(H,18,19)/t12-,13-,14+/m1/s1"
N[C@@H]([C@@]1(c2ccc(OC)cc2)CCOC(C)(C)C1)C(=O)O,371,371,"InChI=1S/C16H23NO4/c1-15(2)10-16(8-9-21-15,13(17)14(18)19)11-4-6-12(20-3)7-5-11/h4-7,13H,8-10,17H2,1-3H3,(H,18,19)/t13-,16+/m1/s1"
N[C@@H](c1ccc(OCCC)c(c1)Cn1ccnc1)C(=O)O,6NT,6NT,"InChI=1S/C15H19N3O3/c1-2-7-21-13-4-3-11(14(16)15(19)20)8-12(13)9-18-6-5-17-10-18/h3-6,8,10,14H,2,7,9,16H2,1H3,(H,19,20)/t14-/m0/s1"
N[C@@H](CSc1c(CC)c(C)nc2ccc(Br)cc12)C(=O)O,Y3A,Y3A,"InChI=1S/C15H17BrN2O2S/c1-3-10-8(2)18-13-5-4-9(16)6-11(13)14(10)21-7-12(17)15(19)20/h4-6,12H,3,7,17H2,1-2H3,(H,19,20)/t12-/m0/s1"
N[C@@H](CN1C(=O)[C@H]2CC=C(Cl)C[C@H]2C1=O)C(=O)O,PTC,PTC,"InChI=1S/C11H13ClN2O4/c12-5-1-2-6-7(3-5)10(16)14(9(6)15)4-8(13)11(17)18/h1,6-8H,2-4,13H2,(H,17,18)/t6-,7+,8-/m0/s1"
N[C@@H](CN1C(=O)N[C@@H]2NC(=O)N[C@H]12)C(=O)O,30Y,30Y,"InChI=1S/C7H11N5O4/c8-2(5(13)14)1-12-4-3(10-7(12)16)9-6(15)11-4/h2-4H,1,8H2,(H,10,16)(H,13,14)(H2,9,11,15)/t2-,3-,4+/m0/s1"
N[C@@H](CNc1ncnc2ccc(C)cc12)C(=O)O,E46,E46,"InChI=1S/C12H14N4O2/c1-7-2-3-10-8(4-7)11(16-6-15-10)14-5-9(13)12(17)18/h2-4,6,9H,5,13H2,1H3,(H,17,18)(H,14,15,16)/t9-/m0/s1"
N[C@@H](CSc1nc(=O)cc(N)n1c1ccccc1)C(=O)O,KQ6,KQ6,"InChI=1S/C13H14N4O3S/c14-9(12(19)20)7-21-13-16-11(18)6-10(15)17(13)8-4-2-1-3-5-8/h1-6,9H,7,14-15H2,(H,19,20)/t9-/m0/s1"
N[C@@H](Cc1ccc(c2ccc(F)cc2)[nH]1)C(=O)O,3FP,3FP,"InChI=1S/C13H13FN2O2/c14-9-3-1-8(2-4-9)12-6-5-10(16-12)7-11(15)13(17)18/h1-6,11,16H,7,15H2,(H,17,18)/t11-/m0/s1"
N[C@@H]([C@H](CC(=O)Nc1nnn[nH]1)c1ccccc1)C(=O)O,34E,34E,"InChI=1S/C12H14N6O3/c13-10(11(20)21)8(7-4-2-1-3-5-7)6-9(19)14-12-15-17-18-16-12/h1-5,8,10H,6,13H2,(H,20,21)(H2,14,15,16,17,18,19)/t8-,10+/m1/s1"
N[C@@H](CC(=O)Nc1nc(N)n(n1)c1ccccc1)C(=O)O,YQC,YQC,"InChI=1S/C12H14N6O3/c13-8(10(20)21)6-9(19)15-12-16-11(14)18(17-12)7-4-2-1-3-5-7/h1-5,8H,6,13H2,(H,20,21)(H3,14,15,16,17,19)/t8-/m0/s1"
N[C@@H]([C@@H]1SC2=NCCN2C1=O)C(=O)O,RCM,RCM,"InChI=1S/C7H9N3O3S/c8-3(6(12)13)4-5(11)10-2-1-9-7(10)14-4/h3-4H,1-2,8H2,(H,12,13)/t3-,4-/m0/s1"
N[C@@H](CNc1ncnc2sc3c(CC[C@@H](C)C3)c12)C(=O)O,OPY,OPY,"InChI=1S/C14H18N4O2S/c1-7-2-3-8-10(4-7)21-13-11(8)12(17-6-18-13)16-5-9(15)14(19)20/h6-7,9H,2-5,15H2,1H3,(H,19,20)(H,16,17,18)/t7-,9+/m1/s1"
N[C@@H](c1nc2[nH]c3c(c(=O)n2n1)CCCC3)C(=O)O,12P,12P,"InChI=1S/C11H13N5O3/c12-7(10(18)19)8-14-11-13-6-4-2-1-3-5(6)9(17)16(11)15-8/h7H,1-4,12H2,(H,18,19)(H,13,14,15)/t7-/m0/s1"
N[C@@H](CC(=O)Nc1c(C#N)c2c(s1)CCCCC2)C(=O)O,YXH,YXH,"InChI=1S/C14H17N3O3S/c15-7-9-8-4-2-1-3-5-11(8)21-13(9)17-12(18)6-10(16)14(19)20/h10H,1-6,16H2,(H,17,18)(H,19,20)/t10-/m0/s1"
N[C@@H](CS[C@H]1CC(=O)N(c2ccc(F)cc2)C1=O)C(=O)O,U8G,U8G,"InChI=1S/C13H13FN2O4S/c14-7-1-3-8(4-2-7)16-11(17)5-10(12(16)18)21-6-9(15)13(19)20/h1-4,9-10H,5-6,15H2,(H,19,20)/t9-,10-/m0/s1"
N[C@@H](CCn1cc2c(=O)n(C)c(=O)n(c2c1)C)C(=O)O,WEK,WEK,"InChI=1S/C12H16N4O4/c1-14-9-6-16(4-3-8(13)11(18)19)5-7(9)10(17)15(2)12(14)20/h5-6,8H,3-4,13H2,1-2H3,(H,18,19)/t8-/m0/s1"
N[C@@H](Cc1c(c2ccccc2)cc2ccccn12)C(=O)O,ZRJ,ZRJ,"InChI=1S/C17H16N2O2/c18-15(17(20)21)11-16-14(12-6-2-1-3-7-12)10-13-8-4-5-9-19(13)16/h1-10,15H,11,18H2,(H,20,21)/t15-/m0/s1"
N[C@@H](c1c2cccc(CC)c2n(c1)CC(=O)OC)C(=O)O,0X9,0X9,"InChI=1S/C15H18N2O4/c1-3-9-5-4-6-10-11(13(16)15(19)20)7-17(14(9)10)8-12(18)21-2/h4-7,13H,3,8,16H2,1-2H3,(H,19,20)/t13-/m0/s1"
N[C@@H]([C@@H]1SC(=O)N(CCC)C1=O)C(=O)O,MPV,MPV,"InChI=1S/C8H12N2O4S/c1-2-3-10-6(11)5(15-8(10)14)4(9)7(12)13/h4-5H,2-3,9H2,1H3,(H,12,13)/t4-,5-/m0/s1"
N[C@@H](C/N=C\1/NC(=O)CS1)C(=O)O,M60,M60,"InChI=1S/C6H9N3O3S/c7-3(5(11)12)1-8-6-9-4(10)2-13-6/h3H,1-2,7H2,(H,11,12)(H,8,9,10)/t3-/m0/s1"
N[C@@H]([C@H](c1cn(CCC)c2c1cccc2)C(=O)O)C(=O)O,BC8,BC8,"InChI=1S/C15H18N2O4/c1-2-7-17-8-10(9-5-3-4-6-11(9)17)12(14(18)19)13(16)15(20)21/h3-6,8,12-13H,2,7,16H2,1H3,(H,18,19)(H,20,21)/t12-,13-/m0/s1"
N[C@@H](c1c(C)oc2c1C(=O)CC(C)(C)C2)C(=O)O,QX6,QX6,"InChI=1S/C13H17NO4/c1-6-9(11(14)12(16)17)10-7(15)4-13(2,3)5-8(10)18-6/h11H,4-5,14H2,1-3H3,(H,16,17)/t11-/m0/s1"
N[C@@H](c1nnn(C(C)C)n1)C(=O)O,5E4,5E4,"InChI=1S/C6H11N5O2/c1-3(2)11-9-5(8-10-11)4(7)6(12)13/h3-4H,7H2,1-2H3,(H,12,13)/t4-/m0/s1"
N[C@@H](c1c2c(c(cc(C)c2)C)n(c1C)C)C(=O)O,O14,O14,"InChI=1S/C14H18N2O2/c1-7-5-8(2)13-10(6-7)11(9(3)16(13)4)12(15)14(17)18/h5-6,12H,15H2,1-4H3,(H,17,18)/t12-/m0/s1"
N[C@@H](c1ccc(n2cnc3ccccc23)cc1)C(=O)O,Y08,Y08,"InChI=1S/C15H13N3O2/c16-14(15(19)20)10-5-7-11(8-6-10)18-9-17-12-3-1-2-4-13(12)18/h1-9,14H,16H2,(H,19,20)/t14-/m0/s1"
N[C@@H]([C@H](C(=O)OC[C@H]1CCCO1)N1CCOCC1)C(=O)O,JW8,JW8,"InChI=1S/C13H22N2O6/c14-10(12(16)17)11(15-3-6-19-7-4-15)13(18)21-8-9-2-1-5-20-9/h9-11H,1-8,14H2,(H,16,17)/t9-,10+,11-/m1/s1"
N[C@@H]([C@@H]1C(=O)NCCN1C1Cc2ccccc2C1)C(=O)O,92V,92V,"InChI=1S/C15H19N3O3/c16-12(15(20)21)13-14(19)17-5-6-18(13)11-7-9-3-1-2-4-10(9)8-11/h1-4,11-13H,5-8,16H2,(H,17,19)(H,20,21)/t12-,13+/m0/s1"
N[C@@H](c1n(c2c(C#N)c3c(s2)CCCC3)ccc1)C(=O)O,B4X,B4X,"InChI=1S/C15H15N3O2S/c16-8-10-9-4-1-2-6-12(9)21-14(10)18-7-3-5-11(18)13(17)15(19)20/h3,5,7,13H,1-2,4,6,17H2,(H,19,20)/t13-/m0/s1"
N[C@@H](c1nnn(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)n1)C(=O)O,XTQ,XTQ,"InChI=1S/C13H19N5O2/c14-10(12(19)20)11-15-17-18(16-11)13-4-7-1-8(5-13)3-9(2-7)6-13/h7-10H,1-6,14H2,(H,19,20)/t7-,8+,9-,10-,13?/m0/s1"
N[C@@H]([C@@]12C[C@H]3C[C@@H](C1)C[C@](n1cncn1)(C3)C2)C(=O)O,PGH,PGH,"InChI=1S/C14H20N4O2/c15-11(12(19)20)13-2-9-1-10(3-13)5-14(4-9,6-13)18-8-16-7-17-18/h7-11H,1-6,15H2,(H,19,20)/t9-,10+,11-,13+,14-/m1/s1"
N[C@@H](CSc1n(C)c(nn1)c1ccncc1)C(=O)O,GFA,GFA,"InChI=1S/C11H13N5O2S/c1-16-9(7-2-4-13-5-3-7)14-15-11(16)19-6-8(12)10(17)18/h2-5,8H,6,12H2,1H3,(H,17,18)/t8-/m0/s1"
N[C@@H](CCn1c(=O)oc2ccc(Cl)cc12)C(=O)O,QX7,QX7,"InChI=1S/C11H11ClN2O4/c12-6-1-2-9-8(5-6)14(11(17)18-9)4-3-7(13)10(15)16/h1-2,5,7H,3-4,13H2,(H,15,16)/t7-/m0/s1"
N[C@@H](c1cc2c3c(sc2cc1Cl)CCCC3)C(=O)O,HU2,HU2,"InChI=1S/C14H14ClNO2S/c15-10-6-12-8(5-9(10)13(16)14(17)18)7-3-1-2-4-11(7)19-12/h5-6,13H,1-4,16H2,(H,17,18)/t13-/m0/s1"
N[C@@H](c1c(c2ccccc2)nnn1CCCl)C(=O)O,2XS,2XS,"InChI=1S/C12H13ClN4O2/c13-6-7-17-11(9(14)12(18)19)10(15-16-17)8-4-2-1-3-5-8/h1-5,9H,6-7,14H2,(H,18,19)/t9-/m0/s1"
N[C@@H](c1ccc(=O)[nH]c1)C(=O)O,DRM,DRM,"InChI=1S/C7H8N2O3/c8-6(7(11)12)4-1-2-5(10)9-3-4/h1-3,6H,8H2,(H,9,10)(H,11,12)/t6-/m0/s1"
N[C@@H](c1c(C)c(n2c1cccc2)CCC#N)C(=O)O,6TN,6TN,"InChI=1S/C14H15N3O2/c1-9-10(6-4-7-15)17-8-3-2-5-11(17)12(9)13(16)14(18)19/h2-3,5,8,13H,4,6,16H2,1H3,(H,18,19)/t13-/m0/s1"
N[C@@H](c1c(c2cccs2)cc2ccccn12)C(=O)O,QES,QES,"InChI=1S/C14H12N2O2S/c15-12(14(17)18)13-10(11-5-3-7-19-11)8-9-4-1-2-6-16(9)13/h1-8,12H,15H2,(H,17,18)/t12-/m0/s1"
N[C@@H](Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)C(=O)O,KYG,KYG,"InChI=1S/C12H10Cl2N2O4/c13-4-1-6(14)9-5(3-7(15)11(17)18)10(12(19)20)16-8(9)2-4/h1-2,7,16H,3,15H2,(H,17,18)(H,19,20)/t7-/m0/s1"
N[C@@H](c1ccc(CCCC(=O)O)s1)C(=O)O,VQA,VQA,"InChI=1S/C10H13NO4S/c11-9(10(14)15)7-5-4-6(16-7)2-1-3-8(12)13/h4-5,9H,1-3,11H2,(H,12,13)(H,14,15)/t9-/m0/s1"
N[C@@H](c1c(C)oc(c2nc3ccccc3n2C)c1)C(=O)O,K7L,K7L,"InChI=1S/C15H15N3O3/c1-8-9(13(16)15(19)20)7-12(21-8)14-17-10-5-3-4-6-11(10)18(14)2/h3-7,13H,16H2,1-2H3,(H,19,20)/t13-/m0/s1"
N[C@@H](CCN(C)c1nc(c2ccc(F)cc2)cs1)C(=O)O,ACP,ACP,"InChI=1S/C14H16FN3O2S/c1-18(7-6-11(16)13(19)20)14-17-12(8-21-14)9-2-4-10(15)5-3-9/h2-5,8,11H,6-7,16H2,1H3,(H,19,20)/t11-/m0/s1"
N[C@@H](c1c(c(C#N)c(=O)[nH]c1)Nc1ccccc1)C(=O)O,AMR,AMR,"InChI=1S/C14H12N4O3/c15-6-9-12(18-8-4-2-1-3-5-8)10(7-17-13(9)19)11(16)14(20)21/h1-5,7,11H,16H2,(H,20,21)(H2,17,18,19)/t11-/m0/s1"
N[C@@H](c1ccc(c2ccc3c(c2)C(=O)OC3)o1)C(=O)O,LRO,LRO,"InChI=1S/C14H11NO5/c15-12(13(16)17)11-4-3-10(20-11)7-1-2-8-6-19-14(18)9(8)5-7/h1-5,12H,6,15H2,(H,16,17)/t12-/m0/s1"
N[C@@H](c1c(OC)oc(c2ccccc2)c1)C(=O)O,H5R,H5R,"InChI=1S/C13H13NO4/c1-17-13-9(11(14)12(15)16)7-10(18-13)8-5-3-2-4-6-8/h2-7,11H,14H2,1H3,(H,15,16)/t11-/m0/s1"
N[C@@H](c1cc2cccc(C)c2nc1SCC(=O)O)C(=O)O,JM9,JM9,"InChI=1S/C14H14N2O4S/c1-7-3-2-4-8-5-9(11(15)14(19)20)13(16-12(7)8)21-6-10(17)18/h2-5,11H,6,15H2,1H3,(H,17,18)(H,19,20)/t11-/m0/s1"
N[C@@H](c1ccc(OC(=O)c2cccs2)c(Cl)c1)C(=O)O,EBD,EBD,"InChI=1S/C13H10ClNO4S/c14-8-6-7(11(15)12(16)17)3-4-9(8)19-13(18)10-2-1-5-20-10/h1-6,11H,15H2,(H,16,17)/t11-/m0/s1"
N[C@@H](c1cccn1CCCOc1ccc(Cl)cc1)C(=O)O,X3E,X3E,"InChI=1S/C15H17ClN2O3/c16-11-4-6-12(7-5-11)21-10-2-9-18-8-1-3-13(18)14(17)15(19)20/h1,3-8,14H,2,9-10,17H2,(H,19,20)/t14-/m0/s1"
N[C@@H]([C@H]1[C@@H](CC(=O)C)C1(C)C)C(=O)O,K70,K70,"InChI=1S/C10H17NO3/c1-5(12)4-6-7(10(6,2)3)8(11)9(13)14/h6-8H,4,11H2,1-3H3,(H,13,14)/t6-,7-,8+/m1/s1"
N[C@@H](c1sc(=O)[nH]c1[n+]1ccc2ccccc2c1)C(=O)O,EX8,EX8,"InChI=1S/C14H11N3O3S/c15-10(13(18)19)11-12(16-14(20)21-11)17-6-5-8-3-1-2-4-9(8)7-17/h1-7,10H,15H2,(H-,16,18,19,20)/p+1/t10-/m0/s1"
N[C@@H](CC(=O)N1CCN(c2cccc(Cl)c2)CC1)C(=O)O,LJD,LJD,"InChI=1S/C14H18ClN3O3/c15-10-2-1-3-11(8-10)17-4-6-18(7-5-17)13(19)9-12(16)14(20)21/h1-3,8,12H,4-7,9,16H2,(H,20,21)/t12-/m0/s1"
N[C@@H](c1ccc(c2ccc(n3cnnn3)cc2)o1)C(=O)O,6B8,6B8,"InChI=1S/C13H11N5O3/c14-12(13(19)20)11-6-5-10(21-11)8-1-3-9(4-2-8)18-7-15-16-17-18/h1-7,12H,14H2,(H,19,20)/t12-/m0/s1"
N[C@@H]([C@@H](c1ccc(C)cc1)c1ccco1)C(=O)O,NJL,NJL,"InChI=1S/C14H15NO3/c1-9-4-6-10(7-5-9)12(13(15)14(16)17)11-3-2-8-18-11/h2-8,12-13H,15H2,1H3,(H,16,17)/t12-,13-/m0/s1"
N[C@@H](CSc1n(CC)c(Cc2ccccc2)nn1)C(=O)O,N1X,N1X,"InChI=1S/C14H18N4O2S/c1-2-18-12(8-10-6-4-3-5-7-10)16-17-14(18)21-9-11(15)13(19)20/h3-7,11H,2,8-9,15H2,1H3,(H,19,20)/t11-/m0/s1"
